item,size,place,observed_on,date_source,median,n
spicy tomato soup,Cup,Gott's Napa,2014-10-29,wayback,3.49,1
spicy tomato soup,Cup,Gott's Napa,2014-12-22,wayback,3.99,2
spicy tomato soup,Cup,Gott's Napa,2015-02-06,wayback,3.99,2
spicy tomato soup,Cup,Gott's Napa,2015-05-13,wayback,3.99,2
spicy tomato soup,Cup,Gott's Napa,2015-11-23,wayback,3.99,1
spicy tomato soup,Cup,Gott's Napa,2017-07-22,wayback,4.99,1
spicy tomato soup,Cup,Gott's Napa,2021-01-17,wayback,4.99,1
spottswoode,,Bistro Don Giovanni,2020-09-21,wayback,76.0,1
spring sparkling water,,Gott's Napa,2013-02-28,wayback,3.0,2
spring sparkling water,,Gott's Napa,2021-01-17,wayback,3.29,1
spring water,,Gott's Napa,2011-03-22,wayback,2.49,2
spring water,,Gott's Napa,2012-05-15,wayback,2.49,2
spring water,,Gott's Napa,2012-06-17,wayback,2.69,2
spring water,,Gott's Napa,2014-08-11,wayback,2.69,2
spring water,,Gott's Napa,2014-10-29,wayback,2.69,1
spring water,,Gott's Napa,2014-12-22,wayback,2.69,2
spring water,,Gott's Napa,2015-02-06,wayback,2.69,2
spring water,,Gott's Napa,2015-02-13,wayback,2.69,1
springbank 10 yr,,Angele Restaurant & Bar,2014-09-20,wayback,13.0,1
sriracha chicken,,Genova Delicatessen,2026-08-05,fallback,12.95,1
st germaine,,Bistro Don Giovanni,2017-01-10,wayback,9.0,1
st germaine,,Bistro Don Giovanni,2019-09-19,wayback,9.0,1
st germaine,,Bistro Don Giovanni,2020-03-27,wayback,9.0,1
st germaine,,Bistro Don Giovanni,2020-09-21,wayback,10.0,2
st germaine,,Bistro Don Giovanni,2021-01-27,wayback,10.0,1
st pauli non alcoholic germany,,Angele Restaurant & Bar,2015-03-05,wayback,5.0,1
st sup ry rutherford estate vineyards,,Bistro Don Giovanni,2020-09-21,wayback,84.0,1
st supery 13 sauvignon blanc,,Gott's Napa,2015-02-06,wayback,8.0,1
st supery 13 sauvignon blanc,,Gott's Napa,2015-02-13,wayback,14.0,2
st supery 13 sauvignon blanc,,Gott's Napa,2015-05-13,wayback,8.0,1
st supery 13 sauvignon blanc,,Gott's Napa,2015-07-24,wayback,8.0,1
st supery 13 sauvignon blanc,Bottle,Gott's Napa,2014-08-11,wayback,24.0,2
st supery 13 sauvignon blanc,Bottle,Gott's Napa,2014-10-29,wayback,24.0,1
st supery 13 sauvignon blanc,Bottle,Gott's Napa,2014-12-22,wayback,24.0,2
st supery 13 sauvignon blanc,Bottle,Gott's Napa,2015-02-06,wayback,24.0,2
st supery 13 sauvignon blanc,Bottle,Gott's Napa,2015-05-13,wayback,24.0,2
st supery 13 sauvignon blanc,Glass,Gott's Napa,2014-08-11,wayback,8.0,2
st supery 13 sauvignon blanc,Glass,Gott's Napa,2014-10-29,wayback,8.0,1
st supery 13 sauvignon blanc,Glass,Gott's Napa,2014-12-22,wayback,8.0,2
st supery 13 sauvignon blanc,Glass,Gott's Napa,2015-02-06,wayback,8.0,1
st supery 13 sauvignon blanc,Glass,Gott's Napa,2015-05-13,wayback,8.0,1
standard,,Farmstead at Long Meadow Ranch,2021-05-11,wayback,45.0,1
standard,,Farmstead at Long Meadow Ranch,2021-08-02,wayback,45.0,1
standard,,Farmstead at Long Meadow Ranch,2024-06-09,wayback,45.0,1
steak,,Code 4 Taphouse,2025-11-15,exif,19.95,3
steak,,Taqueria El Charro Viejo,2022-12-07,exif,8.95,1
steak and frites,,Perez Kitchen & Bar,2026-08-05,pdf,28.0,1
steak frites,,Angele Restaurant & Bar,2015-02-21,wayback,27.0,1
steak frites,,Angele Restaurant & Bar,2017-08-29,wayback,38.0,1
steak frites,,Bistro Don Giovanni,2017-01-10,wayback,45.0,1
steak frites,,Bistro Don Giovanni,2019-09-19,wayback,45.0,1
steak frites,,Bistro Don Giovanni,2020-03-27,wayback,45.0,1
steak frites,,Bistro Don Giovanni,2020-09-21,wayback,47.0,2
steak frites,,Bistro Don Giovanni,2021-01-27,wayback,47.0,1
steak frites,,Bistro Don Giovanni,2022-01-20,wayback,49.0,1
steak frites,,Bistro Don Giovanni,2022-05-27,wayback,49.0,1
steak tartare dijon mustard farm egg yolk fris e and arugula salad,,Angele Restaurant & Bar,2015-02-25,wayback,21.0,2
steak tartare dijon mustard farm egg yolk fris e and arugula salad,,Angele Restaurant & Bar,2015-03-05,wayback,16.0,1
steak tartare dijon mustard farm egg yolk fris e and arugula salad,,Angele Restaurant & Bar,2015-11-06,wayback,18.0,1
steak tartare dijon mustard farm egg yolk fris e and arugula salad,,Angele Restaurant & Bar,2016-04-12,wayback,18.0,1
steak tartare dijon mustard farm egg yolk fris e and arugula salad,,Angele Restaurant & Bar,2016-05-08,wayback,18.0,1
steak with egg and cheese,,Code 4 Taphouse,2025-11-15,exif,14.75,1
steak with poached eggs,,Code 4 Taphouse,2025-11-15,exif,15.95,1
stella artois,,Bistro Don Giovanni,2017-01-10,wayback,5.0,1
stella artois,,Bistro Don Giovanni,2019-09-19,wayback,6.0,1
stella artois,,Bistro Don Giovanni,2020-03-27,wayback,6.0,1
stella artois,,Bistro Don Giovanni,2020-09-21,wayback,7.0,2
stella artois,,Bistro Don Giovanni,2021-01-27,wayback,7.0,1
stella artois,,Bistro Don Giovanni,2022-01-20,wayback,7.0,1
stella artois,,Bistro Don Giovanni,2022-05-27,wayback,7.0,1
stella artois,,Bistro Don Giovanni,2023-04-01,wayback,7.0,1
stella artois,,Bistro Don Giovanni,2023-12-05,wayback,7.0,1
stella artois,,Gott's Napa,2015-05-13,wayback,6.5,2
stella artois,,Gott's Napa,2015-07-24,wayback,6.5,1
stella artois,,Gott's Napa,2017-07-22,wayback,7.0,1
stella artois,12oz,Gott's Napa,2014-08-11,wayback,4.5,2
stella artois,16oz,Gott's Napa,2014-12-22,wayback,6.0,1
stella artois,16oz,Gott's Napa,2015-11-23,wayback,6.5,1
stella artois,Draft,Gott's Napa,2015-02-06,wayback,6.0,1
stella artois,Draft (16oz),Gott's Napa,2014-12-22,wayback,6.0,1
stella artois lager belgium,,Angele Restaurant & Bar,2015-03-05,wayback,5.0,1
stone delicious gluten reduced ipa,,Gott's Napa,2017-07-22,wayback,5.5,1
stone delicious gluten reduced ipa,,Gott's Napa,2021-01-17,wayback,5.5,1
storybook 09 zinfandel napa valley,,Gott's Napa,2012-05-15,wayback,20.0,2
storybook 09 zinfandel napa valley,,Gott's Napa,2012-06-17,wayback,25.0,1
storybook 09 zinfandel napa valley,Half Bottle,Gott's Napa,2011-03-22,wayback,20.0,1
storybook mountain mayacamas range,,Bistro Don Giovanni,2020-09-21,wayback,76.0,1
storybook zinfandel,,Gott's Napa,2012-06-17,wayback,25.0,1
storybook zinfandel,Half Bottle,Gott's Napa,2014-10-29,wayback,25.0,1
storybook zinfandel,Half Bottle,Gott's Napa,2015-02-13,wayback,25.0,1
storzzapreti bolognese,,Bistro Don Giovanni,2023-04-01,wayback,30.0,1
strawberry,,Five Guys,2023-11-27,exif,0.2,1
strawberry acqua fresca,,Bistro Don Giovanni,2020-03-27,wayback,6.0,1
strawberry acqua fresca,,Bistro Don Giovanni,2020-09-21,wayback,6.0,2
strawberry acqua fresca,,Bistro Don Giovanni,2021-01-27,wayback,6.0,1
strawberry acqua fresca,,Bistro Don Giovanni,2022-01-20,wayback,6.0,1
strawberry acqua fresca,,Bistro Don Giovanni,2022-05-27,wayback,6.0,1
strawberry acqua fresca,,Bistro Don Giovanni,2023-04-01,wayback,6.0,1
strawberry acqua fresca,,Bistro Don Giovanni,2023-12-05,wayback,6.0,2
strawberry daiquiri,,Bistro Don Giovanni,2019-09-19,wayback,12.0,1
strawberry french toast,,Code 4 Taphouse,2025-11-15,exif,10.95,2
strawberry shake,12oz,Gott's Napa,2014-08-11,wayback,5.99,1
strawberry shake,16oz,Gott's Napa,2014-08-11,wayback,6.99,1
stuffed french toast,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,10.49,1
stuffed french toast,,The Depot Eatery,2026-08-05,web,18.0,1
stumptown coffee carrier,,Farmstead at Long Meadow Ranch,2021-05-11,wayback,30.0,1
stumptown coffee carrier,,Farmstead at Long Meadow Ranch,2021-08-02,wayback,30.0,1
stumptown coffee carrier,,Farmstead at Long Meadow Ranch,2024-06-19,wayback,30.0,1
substitute house infused spicy tequila,,Farmstead at Long Meadow Ranch,2026-06-15,pdf,22.0,1
sudwerk hefeweizen,Draft (16oz),Gott's Napa,2014-08-11,wayback,6.0,1
sudwerk hefeweizen draft,16oz,Gott's Napa,2014-08-11,wayback,6.0,1
summer vegetable ragu,,Bistro Don Giovanni,2019-09-19,wayback,8.0,1
summer vegetable ragu,,Bistro Don Giovanni,2020-09-21,wayback,8.0,2
sundae,,McDonald's,2022-04-16,exif,2.59,1
sunshine benedict,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,10.99,1
super veggie omlet,,The Depot Eatery,2026-08-05,web,18.0,1
swanson 09 merlot,,Gott's Napa,2014-12-22,wayback,20.0,1
swanson 09 merlot,Half Bottle,Gott's Napa,2014-08-11,wayback,20.0,1
swanson 09 merlot,Half bottle,Gott's Napa,2014-08-11,wayback,20.0,1
swanson 09 merlot napa valley,,Gott's Napa,2012-05-15,wayback,19.0,2
swanson 09 merlot napa valley,,Gott's Napa,2012-06-17,wayback,20.0,1
swanson 09 merlot napa valley,,Gott's Napa,2014-12-22,wayback,20.0,1
swanson 09 merlot napa valley,Half Bottle,Gott's Napa,2011-03-22,wayback,19.0,1
swanson merlot,,Gott's Napa,2012-06-17,wayback,20.0,1
swanson merlot,Half Bottle,Gott's Napa,2014-10-29,wayback,20.0,1
swanson merlot,Half Bottle,Gott's Napa,2015-02-13,wayback,20.0,1
swanson pinot grigio,,Bistro Don Giovanni,2020-09-21,wayback,45.0,1
sweet potato fries,,Barney's Burgers,2024-01-15,dom,5.99,1
sweet potato fries,,Barney's Burgers,2026-08-05,web,6.5,1
sweet potato fries,,Gott's Napa,2011-03-22,wayback,3.99,2
sweet potato fries,,Gott's Napa,2012-05-15,wayback,3.99,2
sweet potato fries,,Gott's Napa,2012-06-17,wayback,3.99,2
sweet potato fries,,Gott's Napa,2014-08-11,wayback,3.99,2
sweet potato fries,,Gott's Napa,2014-10-29,wayback,3.99,1
sweet potato fries,,Gott's Napa,2014-12-22,wayback,3.99,2
sweet potato fries,,Gott's Napa,2015-02-06,wayback,3.99,2
sweet potato fries,,Gott's Napa,2015-05-13,wayback,3.99,2
sweet potato fries,,Gott's Napa,2015-07-24,wayback,3.99,1
sweet potato fries,,Gott's Napa,2015-11-23,wayback,3.99,1
sweet potato fries,,Gott's Napa,2017-07-22,wayback,3.99,1
sweet potato fries,,Gott's Napa,2021-01-17,wayback,3.99,1
sweet potato spinach breakfast burrito,,Perez Kitchen & Bar,2026-08-05,pdf,16.0,1
sweet tea,,McDonald's,2022-04-16,exif,1.0,1
tagliatelle,,Bistro Don Giovanni,2023-04-01,wayback,32.0,1
tagliatelle bolognese,,Angele Restaurant & Bar,2012-04-09,wayback,22.0,1
taittinger brut la fran aise,Half Bottle,Bistro Don Giovanni,2020-09-21,wayback,58.0,1
tamal pork,,Taqueria El Charro Viejo,2022-12-07,exif,5.25,1
tannery hero juicy paul,,Gott's Napa,2026-05-25,exif,14.99,1
taprock s benedict,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,10.99,1
taprock s benedict,,Cartwright's Taprock Northwest Grill,2023-06-10,wayback,15.0,1
tartare de b uf,,Angele Restaurant & Bar,2015-02-21,wayback,21.0,2
tarte d automne quince tart tatin cr me fr iche,,Angele Restaurant & Bar,2014-09-20,wayback,10.0,1
tartine with parisian ham melted gruy re toasted levain becham l sauce,,Angele Restaurant & Bar,2015-02-25,wayback,15.5,2
tartine with parisian ham melted gruy re toasted levain becham l sauce,,Angele Restaurant & Bar,2015-03-05,wayback,15.5,2
tartine with parisian ham melted gruy re toasted levain becham l sauce,,Angele Restaurant & Bar,2016-05-08,wayback,18.0,1
tascante buonora etna bianco,,Bistro Don Giovanni,2022-05-27,wayback,16.0,1
tascante buonora etna bianco carricante sicilia italy,,Bistro Don Giovanni,2022-01-20,wayback,16.0,1
tascante buonora etna bianco carricante sicilia italy,,Bistro Don Giovanni,2023-04-01,wayback,17.0,1
tascante ghiaia nera etna rosso,,Bistro Don Giovanni,2023-12-05,wayback,17.0,2
tater tots,Large,Barney's Burgers,2024-01-15,dom,4.99,1
tater tots,Large,Barney's Burgers,2026-08-05,web,5.0,1
tater tots,Small,Barney's Burgers,2024-01-15,dom,3.99,1
tater tots,Small,Barney's Burgers,2026-08-05,web,4.0,1
tea,,Gott's Napa,2013-04-02,wayback,2.0,1
teaderman vineyards,,Bistro Don Giovanni,2020-09-21,wayback,42.0,1
teaderman vineyards cabernet sauvignon,Half Bottle,Bistro Don Giovanni,2020-09-21,wayback,82.0,1
teff cakes,,Perez Kitchen & Bar,2026-08-05,pdf,21.0,1
temescal poolside convo blonde ale,,Bistro Don Giovanni,2020-09-21,wayback,10.0,1
tenuta corte giacobbe soave,,Bistro Don Giovanni,2017-01-10,wayback,9.0,1
tenuta di arceno chianti classico,,Bistro Don Giovanni,2017-01-10,wayback,13.0,1
tenuta di arceno chianti classico,,Bistro Don Giovanni,2019-09-19,wayback,13.0,1
tenuta di arceno chianti classico,,Bistro Don Giovanni,2020-03-27,wayback,13.0,1
tenuta di arceno chianti classico,,Bistro Don Giovanni,2020-09-21,wayback,14.0,3
tenuta di arceno chianti classico,,Bistro Don Giovanni,2021-01-27,wayback,14.0,1
tenuta regaleali cavallo delle fate,,Bistro Don Giovanni,2022-05-27,wayback,15.0,1
teriyaki,,Barney's Burgers,2026-08-05,web,9.45,1
teriyaki chicken,,Barney's Burgers,2026-08-05,web,9.0,1
terre stregate svelato falanghina,,Bistro Don Giovanni,2020-03-27,wayback,13.0,1
terre stregate svelato falanghina,,Bistro Don Giovanni,2020-09-21,wayback,14.0,3
terre stregate svelato falanghina,,Bistro Don Giovanni,2021-01-27,wayback,14.0,1
terre stregate svelato falanghina,,Bistro Don Giovanni,2023-12-05,wayback,16.0,1
terre stregate svelato falanghina campania italy,,Bistro Don Giovanni,2019-09-19,wayback,13.0,1
terre stregate svelato falanghina campania italy,,Bistro Don Giovanni,2020-09-21,wayback,14.0,1
terrine de betteraves,,Angele Restaurant & Bar,2013-04-18,wayback,12.0,1
terrine de betteraves,,Angele Restaurant & Bar,2013-06-27,wayback,12.0,1
texas avocado burger,,Gott's Napa,2014-08-11,wayback,10.99,2
texas avocado burger,,Gott's Napa,2014-12-22,wayback,10.99,2
texas avocado burger,,Gott's Napa,2015-02-06,wayback,10.99,2
texas avocado burger,,Gott's Napa,2015-05-13,wayback,10.99,2
texas avocado burger,,Gott's Napa,2015-07-24,wayback,10.99,1
texas avocado burger,,Gott's Napa,2015-11-23,wayback,10.99,1
texas avocado burger,,Gott's Napa,2017-07-22,wayback,10.99,1
texas avocado burger,,Gott's Napa,2021-01-17,wayback,11.99,1
texas burger,,Gott's Napa,2011-03-22,wayback,9.99,2
texas burger,,Gott's Napa,2012-05-15,wayback,9.99,2
texas burger,,Gott's Napa,2012-06-17,wayback,9.99,2
texas burger,,Gott's Napa,2014-10-29,wayback,9.99,1
the blue,,The Depot Eatery,2026-08-05,web,17.0,1
the bradford,,Bistro Don Giovanni,2023-12-05,wayback,14.0,1
the bradford beefeater gin tonic lime,,Bistro Don Giovanni,2023-04-01,wayback,14.0,1
the brunch burger,,The Depot Eatery,2026-08-05,web,17.0,1
the chili,,The Depot Eatery,2026-08-05,web,17.0,1
the colossal burger,1/2 lb,Burgerville,2026-08-05,fallback,7.99,1
the don manhattan,,Bistro Don Giovanni,2017-01-10,wayback,13.0,1
the grand lodge,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,10.69,1
the last straw,,Angele Restaurant & Bar,2014-09-20,wayback,12.0,1
the lodge benedict,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,11.49,1
the oz,,Bistro Don Giovanni,2021-01-27,wayback,14.0,1
the prisoner cabernet zinfandel syrah napa valley,,Bistro Don Giovanni,2019-09-19,wayback,22.0,1
the reviver,,Bistro Don Giovanni,2023-12-05,wayback,16.0,1
the show 10 malbec mendoza argentina,Bottle,Gott's Napa,2011-03-22,wayback,18.0,1
the show 10 malbec mendoza argentina,Bottle,Gott's Napa,2012-05-15,wayback,18.0,2
the show 10 malbec mendoza argentina,Glass,Gott's Napa,2011-03-22,wayback,6.0,1
the show 10 malbec mendoza argentina,Glass,Gott's Napa,2012-05-15,wayback,6.0,2
the veggie,,Perez Kitchen & Bar,2026-08-05,pdf,17.0,1
the wise guy,,Bistro Don Giovanni,2023-12-05,wayback,17.0,1
til tip salad,,Barney's Burgers,2024-01-15,dom,10.99,1
til tip salad,,Barney's Burgers,2026-08-05,web,16.5,1
toasted baguette with gala apple and black currant jam,,Angele Restaurant & Bar,2016-05-08,wayback,8.0,1
today s soup,,Farmstead at Long Meadow Ranch,2026-06-15,pdf,14.0,1
tomatoes,,Five Guys,2023-11-27,exif,0.05,1
tony bourdain breakfast sandwich,,Perez Kitchen & Bar,2026-08-05,pdf,15.0,1
topaz sauvignon blanc semillon california,,Bistro Don Giovanni,2022-01-20,wayback,19.0,1
topaz sauvignon blanc semillon california,,Bistro Don Giovanni,2022-05-27,wayback,19.0,1
topaz sauvignon blanc semillon california,,Bistro Don Giovanni,2023-04-01,wayback,19.0,1
topaz sauvignon blanc semillon california,,Bistro Don Giovanni,2023-12-05,wayback,19.0,2
toppings,Large,Gott's Napa,2015-09-05,wayback,4.79,1
toppings,Small,Gott's Napa,2015-09-05,wayback,3.79,1
tormaresca rosato calafuria by antinori,,Bistro Don Giovanni,2020-09-21,wayback,36.0,1
toscano salami,,Genova Delicatessen,2026-08-05,fallback,14.95,1
tossed cobb salad,,Gott's Napa,2011-03-22,wayback,10.99,2
tossed cobb salad,,Gott's Napa,2012-05-15,wayback,11.99,2
tossed cobb salad,,Gott's Napa,2012-06-17,wayback,11.99,2
traditional,,The Depot Eatery,2026-08-05,web,17.0,1
trailblazer,,The Depot Eatery,2026-08-05,web,16.0,1
train wreck,,The Depot Eatery,2026-08-05,web,18.5,2
trefethen,,Bistro Don Giovanni,2020-09-21,wayback,68.0,1
tres agaves a ejo,,Angele Restaurant & Bar,2014-09-20,wayback,14.0,1
tri tip dip,,The Depot Eatery,2026-08-05,web,19.0,1
tricolore,,Bistro Don Giovanni,2017-01-10,wayback,12.0,1
tricolore,,Bistro Don Giovanni,2019-09-19,wayback,14.0,1
tricolore,,Bistro Don Giovanni,2020-03-27,wayback,14.0,1
tricolore,,Bistro Don Giovanni,2020-09-21,wayback,15.0,2
tricolore,,Bistro Don Giovanni,2021-01-27,wayback,16.0,1
tricolore,,Bistro Don Giovanni,2022-01-20,wayback,16.0,1
tricolore,,Bistro Don Giovanni,2022-05-27,wayback,16.0,1
tricolore,,Bistro Don Giovanni,2023-04-01,wayback,16.0,1
tricolore,,Bistro Don Giovanni,2023-12-05,wayback,16.0,1
triple,,Barney's Burgers,2024-01-15,dom,10.99,1
triple,,Barney's Burgers,2026-08-05,web,11.45,1
triple decker club,,The Depot Eatery,2026-08-05,web,18.0,1
triple ham havoc,,Perez Kitchen & Bar,2026-08-05,pdf,19.0,1
triple with cheese,,Barney's Burgers,2026-08-05,web,12.45,1
truffle cremini croquettes,,The Depot Eatery,2026-08-05,web,8.0,1
trumer pils,,Bistro Don Giovanni,2017-01-10,wayback,5.0,1
trumer pils,,Bistro Don Giovanni,2023-04-01,wayback,7.0,1
trumer pils,,Bistro Don Giovanni,2023-12-05,wayback,7.0,1
trumer pilsner,,Gott's Napa,2015-05-13,wayback,6.0,2
trumer pilsner,,Gott's Napa,2015-07-24,wayback,6.0,1
trumer pilsner,,Gott's Napa,2017-07-22,wayback,7.0,1
trumer pilsner,,Gott's Napa,2021-01-17,wayback,7.0,1
trumer pilsner,16oz,Gott's Napa,2014-12-22,wayback,6.0,1
trumer pilsner,16oz,Gott's Napa,2015-11-23,wayback,6.0,1
trumer pilsner,Draft,Gott's Napa,2015-02-06,wayback,6.0,1
trumer pilsner,Draft (16oz),Gott's Napa,2014-08-11,wayback,6.0,1
trumer pilsner,Draft (16oz),Gott's Napa,2014-12-22,wayback,6.0,1
trumer pilsner draft,16oz,Gott's Napa,2014-08-11,wayback,6.0,1
tuaca,,Angele Restaurant & Bar,2014-09-20,wayback,9.0,1
tuna albacore,,Genova Delicatessen,2026-08-05,fallback,12.95,1
tuna albacore w cheese,,Genova Delicatessen,2026-08-05,fallback,13.95,1
tuna melt,,The Depot Eatery,2026-08-05,web,17.0,1
turkey blt a sandwich,,The Depot Eatery,2026-08-05,web,18.0,1
turkey burger,,Gott's Napa,2011-03-22,wayback,9.99,2
turkey burger,,Gott's Napa,2012-05-15,wayback,9.99,2
turkey melt,,The Depot Eatery,2026-08-05,web,16.0,1
turkey pesto omlet,,The Depot Eatery,2026-08-05,web,18.0,1
turley juvenile 13 zinfandel california,,Gott's Napa,2015-11-23,wayback,12.0,1
turley juvenile 13 zinfandel california,Bottle,Gott's Napa,2015-11-23,wayback,36.0,1
turley juvenile zinfandel,,Gott's Napa,2015-07-24,wayback,12.0,1
turley juvenile zinfandel,Bottle,Gott's Napa,2014-10-29,wayback,33.0,1
turley juvenile zinfandel,Bottle,Gott's Napa,2017-07-22,wayback,36.0,1
turley juvenile zinfandel,Glass,Gott's Napa,2014-10-29,wayback,11.0,1
turley juvenile zinfandel,Glass,Gott's Napa,2017-07-22,wayback,12.0,1
turley turley estate,,Bistro Don Giovanni,2020-09-21,wayback,82.0,1
tuscan beans,,Bistro Don Giovanni,2017-01-10,wayback,7.0,1
tuscan beans,,Bistro Don Giovanni,2019-09-19,wayback,7.0,1
tuscan chick pea ragu,,Bistro Don Giovanni,2023-12-05,wayback,8.0,1
two french toast,,The Depot Eatery,2026-08-05,web,7.0,1
twomey by silver oak,,Bistro Don Giovanni,2020-09-21,wayback,71.0,2
ultimate cheeseburger meal,,Jack in the Box,2025-08-11,exif,10.99,5
umani ronchi terre di chieti pecorino,,Bistro Don Giovanni,2020-09-21,wayback,37.0,1
upgrade large drink,Large,Jack in the Box,2025-08-11,exif,0.99,1
upgrade sub curly fries,,Jack in the Box,2025-08-11,exif,0.89,1
vampire slayer burger,,Burgerville,2022-09-09,exif,7.99,1
vanilla flavor extra,,Gott's Napa,2012-05-15,wayback,0.99,1
veal parmigiana,,Bistro Don Giovanni,2022-01-20,wayback,43.0,1
veal parmigiana,,Bistro Don Giovanni,2022-05-27,wayback,43.0,1
veal parmigiana,,Bistro Don Giovanni,2023-04-01,wayback,45.0,1
veal parmigiana,,Bistro Don Giovanni,2023-12-05,wayback,45.0,2
vegetable sticks,,Gott's Napa,2012-05-15,wayback,2.69,2
vegetable sticks,,Gott's Napa,2012-06-17,wayback,2.89,2
vegetable sticks,,Gott's Napa,2014-08-11,wayback,2.99,2
vegetable sticks,,Gott's Napa,2014-10-29,wayback,2.89,1
vegetable sticks,,Gott's Napa,2014-12-22,wayback,2.99,2
vegetable sticks,,Gott's Napa,2015-02-06,wayback,2.99,2
vegetable sticks,,Gott's Napa,2015-05-13,wayback,2.99,2
vegetable sticks,,Gott's Napa,2015-07-24,wayback,2.99,1
vegetarian omelet,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,9.99,1
vegetarian panini,,Bistro Don Giovanni,2021-01-27,wayback,16.0,1
veggie,,Gott's Napa,2013-04-02,wayback,4.99,1
veggie burger,,Barney's Burgers,2024-01-15,dom,7.99,1
veggie burger,,Barney's Burgers,2026-08-05,web,8.65,1
veggie burger,,Gott's Napa,2011-03-22,wayback,7.99,2
veggie burger,,Gott's Napa,2012-05-15,wayback,7.99,2
veggie burger or turkey patty substitution,,Gott's Napa,2014-10-29,wayback,1.0,1
veggie melt,,The Depot Eatery,2026-08-05,web,17.0,1
veggie omelet gf veg,,Cartwright's Taprock Northwest Grill,2023-06-10,wayback,14.0,1
